month,day,data,median,LB,UB
6,30,479,479,479,479
7,7,934,853.074260203501,525.8067912933,1189.1962003819
7,14,1498,1514.65210782726,1142.00511378951,1876.35509396373
7,21,2246,2214.36634042747,1867.05564311939,2573.92217981362
7,28,2697,2795.72415259406,2441.72998824632,3136.01100588819
8,4,3246,3085.33683056773,2730.13258454463,3454.40599947957
8,11,2765,3036.95392259726,2684.37475743932,3389.85731398335
8,18,2929,2699.47429896447,2354.91209972788,3047.39151541165
8,25,2139,2205.77053466639,1846.4475151379,2572.8295796788
9,1,1699,1694.08015675189,1307.71578795333,2085.52023606979
9,8,NaN,1249.59263093603,862.711125228167,1644.83542873723
9,15,NaN,884.868805961743,505.490612345831,1267.29447098109
9,22,NaN,619.429756813868,254.272609831605,1003.26026083864
9,29,NaN,422.01977095265,75.454664744224,773.605184691196
