month,day,data,median,LB,UB
5,12,1,1,NaN,NaN
5,19,12,12,NaN,NaN
5,26,16,16,NaN,NaN
6,2,34,34,NaN,NaN
6,9,73,73,NaN,NaN
6,16,120,120,NaN,NaN
6,23,285,285,NaN,NaN
6,30,494,494,NaN,NaN
7,7,1098,1098,NaN,NaN
7,14,1615,1615,NaN,NaN
7,21,2158,2158,NaN,NaN
7,28,2672,2672,NaN,NaN
8,4,3111,3111,NaN,NaN
8,11,2541,2541,NaN,NaN
8,18,2362,2362,NaN,NaN
8,25,2256.7224298396,2256.7224298396,1682.79817326975,2830.64668640946
9,1,2194.80417967828,2194.80417967828,1117.69073794679,3271.91762140976
9,8,2158.38740355778,2158.38740355778,611.689118839544,3705.08568827602
9,15,2136.96913706035,2136.96913706035,162.830326775695,4111.10794734501
