year,month,day,data,median,LB,UB
2022,9,29,661,661,661,661
2022,10,6,551,543.784682988487,457.155772499536,632.423860489466
2022,10,13,411,427.197160094517,351.018286106771,504.669609989841
2022,10,20,312,327.548345780452,251.667473185561,404.477868245327
2022,10,27,270,246.807309429735,169.64686824498,319.01903248195
2022,11,3,223,185.39752314751,112.464402204942,260.392265861217
2022,11,10,154,139.312423666761,66.2266034870908,211.556556588582
2022,11,17,99,106.102390694975,35.1947601581722,179.954179536932
2022,11,24,51,83.2312360544383,11.2887427768089,155.579727483997
2022,12,1,42,67.6081045604827,-0,150.966396287628
2022,12,8,NaN,57.6412199279316,-0,202.2578387549
2022,12,15,NaN,50.5093125708691,-0,415.736460477056
2022,12,22,NaN,42.0267148707885,-0,1009.34865365463
2022,12,29,NaN,35.7597913200623,-0,2563.21042146235
