month,day,data,median,LB,UB
8,18,2521,2521,2521,2521
8,25,2080,2053.59509871548,1798.73802708985,2316.07007141636
9,1,1783,1784.40949297022,1557.94385986257,2021.85401595349
9,8,1324,1446.89863989625,1227.14039983134,1663.09308114207
9,15,1211,1128.52147163078,915.996833139285,1345.93186916775
9,22,891,861.501390316185,651.881758558673,1078.86621478687
9,29,665,656.034436931135,449.849825343886,873.575902549286
10,6,532,500.169616042974,286.434072309284,717.299544109864
10,13,407,385.478256523613,168.592947088968,608.403638744917
10,20,209,303.011350710025,79.8928190387653,532.641313044887
10,27,NaN,244.688034954375,19.6271519468481,482.211118742093
11,3,NaN,199.648768680128,-0,442.265725734591
11,10,NaN,164.824618199803,-0,414.534669790816
11,17,NaN,142.709131025951,-0,386.74705097062
