month,day,data,median,LB,UB
5,26,10,10,NA,NA
6,2,26,26,NA,NA
6,9,46,46,NA,NA
6,16,83,83,NA,NA
6,23,231,231,NA,NA
6,30,240,240,NA,NA
7,7,530,530,NA,NA
7,14,1084,1084,NA,NA
7,21,2398,2398,NA,NA
7,28,1956,1956,NA,NA
8,4,745,745,177.7203603,3123.024278
8,11,745,745,98.15733473,5654.442447
8,18,745,745,62.24361235,8916.979254
8,25,745,745,42.39533754,13091.65187
